Ref,Val,Package,PosX,PosY,Rot,Side
"C1","220n","C_0201_0603Metric",-7.000000,30.400000,180.000000,bottom
"C2","100n","C_0201_0603Metric",11.200000,29.000000,180.000000,bottom
"C3","100n","C_0201_0603Metric",16.000000,26.600000,90.000000,bottom
"C4","100n","C_0201_0603Metric",15.200000,26.600000,90.000000,bottom
"C5","100n","C_0201_0603Metric",8.000000,25.000000,-90.000000,bottom
"C6","100n","C_0201_0603Metric",16.000000,23.400000,-90.000000,bottom
"C7","100n","C_0201_0603Metric",8.000200,21.800000,-90.000000,bottom
"C8","100n","C_0201_0603Metric",14.400000,21.800000,180.000000,bottom
"C9","100n","C_0201_0603Metric",12.799200,21.000000,180.000000,bottom
"C10","1u","C_0201_0603Metric",8.799200,25.000000,-90.000000,bottom
"C11","1u","C_0201_0603Metric",12.799200,21.800000,180.000000,bottom
"C12","10u","C_0402_1005Metric",13.600000,25.000000,180.000000,bottom
"C13","100n","C_0201_0603Metric",18.400000,31.400000,0.000000,bottom
"C14","100n","C_0201_0603Metric",10.400000,32.200000,180.000000,bottom
"C15","100n","C_0201_0603Metric",12.799800,29.000000,180.000000,bottom
"C16","100n","C_0201_0603Metric",9.600000,29.000000,180.000000,bottom
"C17","100n","C_0201_0603Metric",16.000000,28.200000,90.000000,bottom
"C18","100n","C_0201_0603Metric",12.800000,28.200000,180.000000,bottom
"C19","100n","C_0201_0603Metric",5.600000,27.400000,0.000000,bottom
"C20","100n","C_0201_0603Metric",8.800000,26.600000,90.000000,bottom
"C21","100n","C_0201_0603Metric",19.200000,25.000000,-90.000000,bottom
"C22","100n","C_0201_0603Metric",16.000000,25.000000,-90.000000,bottom
"C23","100n","C_0201_0603Metric",8.400000,23.800000,0.000000,bottom
"C24","100n","C_0201_0603Metric",8.400000,23.000000,0.000000,bottom
"C25","100n","C_0201_0603Metric",16.000000,21.800000,-90.000000,bottom
"C26","100n","C_0201_0603Metric",11.200000,21.000000,0.000000,bottom
"C27","100n","C_0201_0603Metric",9.600200,21.000000,0.000000,bottom
"C28","100n","C_0201_0603Metric",16.000000,20.200000,90.000000,bottom
"C29","100n","C_0201_0603Metric",14.400000,19.400000,0.000000,bottom
"C30","100n","C_0201_0603Metric",19.200000,18.600000,-90.000000,bottom
"C31","100n","C_0201_0603Metric",4.800000,17.800000,180.000000,bottom
"C32","1u","C_0201_0603Metric",9.600000,28.200000,180.000000,bottom
"C33","1u","C_0201_0603Metric",15.200000,25.000000,-90.000000,bottom
"C34","1u","C_0201_0603Metric",9.600200,21.800000,0.000000,bottom
"C35","1u","C_0201_0603Metric",14.400000,20.200000,0.000000,bottom
"C36","10u","C_0402_1005Metric",14.500000,28.200000,0.000000,bottom
"C37","100n","C_0201_0603Metric",8.000000,27.400000,-90.000000,bottom
"C38","100n","C_0201_0603Metric",8.000000,29.000000,90.000000,bottom
"C39","1u","C_0201_0603Metric",7.200000,27.400000,-90.000000,bottom
"C41","100n","C_0201_0603Metric",4.800000,32.200000,180.000000,bottom
"C42","1u","C_0201_0603Metric",4.800000,29.000000,-90.000000,bottom
"C45","4.7n","C_0402_1005Metric",6.500000,49.000000,0.000000,bottom
"C53","4.7n","C_0402_1005Metric",-3.500000,49.000000,0.000000,bottom
"C55","4.7n","C_0402_1005Metric",-13.500000,49.000000,0.000000,bottom
"C56","1.8n","C_0201_0603Metric",8.400000,31.000000,180.000000,bottom
"C57","1.8n","C_0201_0603Metric",4.400000,31.000000,180.000000,bottom
"C58","1.8n","C_0201_0603Metric",6.800000,31.800000,180.000000,bottom
"C60","100n","C_0201_0603Metric",0.970000,34.300000,0.000000,bottom
"C63","100n","C_0201_0603Metric",8.100000,13.920000,90.000000,bottom
"C66","100n","C_0201_0603Metric",7.820000,12.300000,0.000000,bottom
"C67","100n","C_0201_0603Metric",6.620000,8.200000,180.000000,bottom
"C68","100n","C_0201_0603Metric",14.800000,18.020000,90.000000,bottom
"C76","10u","C_1210_3225Metric",-17.500000,28.500000,0.000000,bottom
"C77","10u","C_1210_3225Metric",-17.500000,31.700000,0.000000,bottom
"C78","10u","C_1210_3225Metric",-17.500000,34.900000,0.000000,bottom
"C79","10u","C_1210_3225Metric",-17.500000,38.100000,0.000000,bottom
"C80","10u","C_1210_3225Metric",-16.000000,42.000000,-90.000000,bottom
"C81","10u","C_1210_3225Metric",-12.800000,43.200000,-90.000000,bottom
"C82","10u","C_1210_3225Metric",-9.600000,44.300000,-90.000000,bottom
"C83","10u","C_1210_3225Metric",9.600000,44.300000,-90.000000,bottom
"C84","10u","C_1210_3225Metric",12.800000,43.200000,-90.000000,bottom
"C85","10u","C_1210_3225Metric",16.000000,42.000000,-90.000000,bottom
"C86","100n","C_0201_0603Metric",6.000000,28.600000,180.000000,bottom
"C88","100n","C_0201_0603Metric",8.800000,32.200000,0.000000,bottom
"C89","100n","C_0603_1608Metric",-17.700000,26.100000,0.000000,bottom
"D1","TPD1E04U04","D_0201_0603Metric",-6.680000,29.320000,-90.000000,bottom
"D3","ESD122","TI_X2SON-3_1.3x0.6mm_P1.0mm",5.300000,9.300000,-90.000000,bottom
"D7","TPD1E04U04","D_0201_0603Metric",20.890000,41.000000,180.000000,bottom
"J1","DF13_01x05_SMD","Hirose_DF13_05P-1.25H_1x05_P1.25mm_Right_angle",-5.500000,5.262500,0.000000,bottom
"J4","Conn_01x11","PinSocket_1x11_P1.00mm_SMD_Pin1Right_omodri_sa",-9.000000,35.000000,-90.000000,bottom
"J8","USB_B_Micro","Molex_Micro_USB-B_47346-x001",5.000000,5.500000,180.000000,bottom
"R1","120","R_0201_0603Metric",-7.000000,31.100000,180.000000,bottom
"R6","10k","R_0201_0603Metric",18.300000,24.600000,-90.000000,bottom
"R7","10k","R_0201_0603Metric",18.000000,18.600000,90.000000,bottom
"R8","10k","R_0201_0603Metric",6.000000,18.200000,90.000000,bottom
"R9","120","R_0201_0603Metric",11.200000,28.200000,180.000000,bottom
"R10","120","R_0201_0603Metric",15.200000,23.400000,-90.000000,bottom
"R13","2.2","R_0805_2012Metric",4.600000,49.912500,-90.000000,bottom
